"pokedex_number";"name";"type1";"type2";"generation";"percentage_male";"capture_rate";"is_legendary";"is_mythic";"is_ultra_beast";"height_m";"weight_kg";"base_total";"hp";"attack";"sp_attack";"defense";"sp_defense";"speed";"abilities";"against_bug";"against_dark";"against_dragon";"against_electric";"against_fairy";"against_fight";"against_fire";"against_flying";"against_ghost";"against_grass";"against_ground";"against_ice";"against_normal";"against_poison";"against_psychic";"against_rock";"against_steel";"against_water"
564;"Tirtouga";"water";"rock";5;88.1;45;0;0;0;0.7;16.5;355;54;78;53;103;45;22;"['Solid Rock', 'Sturdy', 'Swift Swim']";1.0;1.0;1.0;2.0;1.0;2.0;0.25;0.5;1.0;4.0;2.0;0.5;0.5;0.5;1.0;1.0;1.0;1.0
565;"Carracosta";"water";"rock";5;88.1;45;0;0;0;1.2;81.0;495;74;108;83;133;65;32;"['Solid Rock', 'Sturdy', 'Swift Swim']";1.0;1.0;1.0;2.0;1.0;2.0;0.25;0.5;1.0;4.0;2.0;0.5;0.5;0.5;1.0;1.0;1.0;1.0
566;"Archen";"rock";"flying";5;88.1;45;0;0;0;0.5;9.5;401;55;112;74;45;45;70;"['Defeatist']";0.5;1.0;1.0;2.0;1.0;1.0;0.5;0.5;1.0;1.0;0.0;2.0;0.5;0.5;1.0;2.0;2.0;2.0
567;"Archeops";"rock";"flying";5;88.1;45;0;0;0;1.4;32.0;567;75;140;112;65;65;110;"['Defeatist']";0.5;1.0;1.0;2.0;1.0;1.0;0.5;0.5;1.0;1.0;0.0;2.0;0.5;0.5;1.0;2.0;2.0;2.0
568;"Trubbish";"poison";"";5;50.0;190;0;0;0;0.6;31.0;329;50;50;40;62;62;65;"['Stench', 'Sticky Hold', 'Aftermath']";0.5;1.0;1.0;1.0;0.5;0.5;1.0;1.0;1.0;0.5;2.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0
569;"Garbodor";"poison";"";5;50.0;60;0;0;0;1.9;107.3;474;80;95;60;82;82;75;"['Stench', 'Weak Armor', 'Aftermath']";0.5;1.0;1.0;1.0;0.5;0.5;1.0;1.0;1.0;0.5;2.0;1.0;1.0;0.5;2.0;1.0;1.0;1.0
570;"Zorua";"dark";"";5;88.1;75;0;0;0;0.7;12.5;330;40;65;80;40;40;65;"['Illusion']";2.0;0.5;1.0;1.0;2.0;2.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0
571;"Zoroark";"dark";"";5;88.1;45;0;0;0;1.6;81.1;510;60;105;120;60;60;105;"['Illusion']";2.0;0.5;1.0;1.0;2.0;2.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0
572;"Minccino";"normal";"";5;24.6;255;0;0;0;0.4;5.8;300;55;50;40;40;40;75;"['Cute Charm', 'Technician', 'Skill Link']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
573;"Cinccino";"normal";"";5;24.6;60;0;0;0;0.5;7.5;470;75;95;65;60;60;115;"['Cute Charm', 'Technician', 'Skill Link']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
574;"Gothita";"psychic";"";5;24.6;200;0;0;0;0.4;5.8;290;45;30;55;50;65;45;"['Frisk', 'Competitive', 'Shadow Tag']";2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0
575;"Gothorita";"psychic";"";5;24.6;100;0;0;0;0.7;18.0;390;60;45;75;70;85;55;"['Frisk', 'Competitive', 'Shadow Tag']";2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0
576;"Gothitelle";"psychic";"";5;24.6;50;0;0;0;1.5;44.0;490;70;55;95;95;110;65;"['Frisk', 'Competitive', 'Shadow Tag']";2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0
577;"Solosis";"psychic";"";5;50.0;200;0;0;0;0.3;1.0;290;45;30;105;40;50;20;"['Overcoat', 'Magic Guard', 'Regenerator']";2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0
578;"Duosion";"psychic";"";5;50.0;100;0;0;0;0.6;8.0;370;65;40;125;50;60;30;"['Overcoat', 'Magic Guard', 'Regenerator']";2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0
579;"Reuniclus";"psychic";"";5;50.0;50;0;0;0;1.0;20.1;490;110;65;125;75;85;30;"['Overcoat', 'Magic Guard', 'Regenerator']";2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0
580;"Ducklett";"water";"flying";5;50.0;190;0;0;0;0.5;5.5;305;62;44;44;50;50;55;"['Keen Eye', 'Big Pecks', 'Hydration']";0.5;1.0;1.0;4.0;1.0;0.5;0.5;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;2.0;0.5;0.5
581;"Swanna";"water";"flying";5;50.0;45;0;0;0;1.3;24.2;473;75;87;87;63;63;98;"['Keen Eye', 'Big Pecks', 'Hydration']";0.5;1.0;1.0;4.0;1.0;0.5;0.5;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;2.0;0.5;0.5
582;"Vanillite";"ice";"";5;50.0;255;0;0;0;0.4;5.7;305;36;50;65;50;60;44;"['Ice Body', 'Snow Cloak', 'Weak Armor']";1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;2.0;2.0;1.0
583;"Vanillish";"ice";"";5;50.0;120;0;0;0;1.1;41.0;395;51;65;80;65;75;59;"['Ice Body', 'Snow Cloak', 'Weak Armor']";1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;2.0;2.0;1.0
584;"Vanilluxe";"ice";"";5;50.0;45;0;0;0;1.3;57.5;535;71;95;110;85;95;79;"['Ice Body', 'Snow Warning', 'Weak Armor']";1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;2.0;2.0;1.0
585;"Deerling";"normal";"grass";5;50.0;190;0;0;0;0.6;19.5;335;60;60;40;50;50;75;"['Chlorophyll', 'Sap Sipper', 'Serene Grace']";2.0;1.0;1.0;0.5;1.0;2.0;2.0;2.0;0.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
586;"Sawsbuck";"normal";"grass";5;50.0;75;0;0;0;1.9;92.5;475;80;100;60;70;70;95;"['Chlorophyll', 'Sap Sipper', 'Serene Grace']";2.0;1.0;1.0;0.5;1.0;2.0;2.0;2.0;0.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
587;"Emolga";"electric";"flying";5;50.0;200;0;0;0;0.4;5.0;428;55;75;75;60;60;103;"['Static', 'Motor Drive']";0.5;1.0;1.0;1.0;1.0;0.5;1.0;0.5;1.0;0.5;0.0;2.0;1.0;1.0;1.0;2.0;0.5;1.0
588;"Karrablast";"bug";"";5;50.0;200;0;0;0;0.5;5.9;315;50;75;40;45;45;60;"['Swarm', 'Shed Skin', 'No Guard']";1.0;1.0;1.0;1.0;1.0;0.5;2.0;2.0;1.0;0.5;0.5;1.0;1.0;1.0;1.0;2.0;1.0;1.0
589;"Escavalier";"bug";"steel";5;50.0;75;0;0;0;1.0;33.0;495;70;135;60;105;105;20;"['Swarm', 'Shell Armor', 'Overcoat']";0.5;1.0;0.5;1.0;0.5;1.0;4.0;1.0;1.0;0.25;1.0;0.5;0.5;0.0;0.5;1.0;0.5;1.0
590;"Foongus";"grass";"poison";5;50.0;190;0;0;0;0.2;1.0;294;69;55;55;45;55;15;"['Effect Spore', 'Regenerator']";1.0;1.0;1.0;0.5;0.5;0.5;2.0;2.0;1.0;0.25;1.0;2.0;1.0;1.0;2.0;1.0;1.0;0.5
591;"Amoonguss";"grass";"poison";5;50.0;75;0;0;0;0.6;10.5;464;114;85;85;70;80;30;"['Effect Spore', 'Regenerator']";1.0;1.0;1.0;0.5;0.5;0.5;2.0;2.0;1.0;0.25;1.0;2.0;1.0;1.0;2.0;1.0;1.0;0.5
592;"Frillish";"water";"ghost";5;50.0;190;0;0;0;1.2;33.0;335;55;40;65;50;85;40;"['Water Absorb', 'Cursed Body', 'Damp']";0.5;2.0;1.0;2.0;1.0;0.0;0.5;1.0;2.0;2.0;1.0;0.5;0.0;0.5;1.0;1.0;0.5;0.5
593;"Jellicent";"water";"ghost";5;50.0;60;0;0;0;2.2;135.0;480;100;60;85;70;105;60;"['Water Absorb', 'Cursed Body', 'Damp']";0.5;2.0;1.0;2.0;1.0;0.0;0.5;1.0;2.0;2.0;1.0;0.5;0.0;0.5;1.0;1.0;0.5;0.5
594;"Alomomola";"water";"";5;50.0;75;0;0;0;1.2;31.6;470;165;75;40;80;45;65;"['Healer', 'Hydration', 'Regenerator']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
595;"Joltik";"bug";"electric";5;50.0;190;0;0;0;0.1;0.6;319;50;47;57;50;50;65;"['Compoundeyes', 'Unnerve', 'Swarm']";1.0;1.0;1.0;0.5;1.0;0.5;2.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0
596;"Galvantula";"bug";"electric";5;50.0;75;0;0;0;0.8;14.3;472;70;77;97;60;60;108;"['Compoundeyes', 'Unnerve', 'Swarm']";1.0;1.0;1.0;0.5;1.0;0.5;2.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0
597;"Ferroseed";"grass";"steel";5;50.0;255;0;0;0;0.6;18.8;305;44;50;24;91;86;10;"['Iron Barbs']";1.0;1.0;0.5;0.5;0.5;2.0;4.0;1.0;1.0;0.25;1.0;1.0;0.5;0.0;0.5;0.5;0.5;0.5
598;"Ferrothorn";"grass";"steel";5;50.0;90;0;0;0;1.0;110.0;489;74;94;54;131;116;20;"['Iron Barbs', 'Anticipation']";1.0;1.0;0.5;0.5;0.5;2.0;4.0;1.0;1.0;0.25;1.0;1.0;0.5;0.0;0.5;0.5;0.5;0.5
599;"Klink";"steel";"";5;0.0;130;0;0;0;0.3;21.0;300;40;55;45;70;60;30;"['Plus', 'Minus', 'Clear Body']";0.5;1.0;0.5;1.0;0.5;2.0;2.0;0.5;1.0;0.5;2.0;0.5;0.5;0.0;0.5;0.5;0.5;1.0
600;"Klang";"steel";"";5;0.0;60;0;0;0;0.6;51.0;440;60;80;70;95;85;50;"['Plus', 'Minus', 'Clear Body']";0.5;1.0;0.5;1.0;0.5;2.0;2.0;0.5;1.0;0.5;2.0;0.5;0.5;0.0;0.5;0.5;0.5;1.0
601;"Klinklang";"steel";"";5;0.0;30;0;0;0;0.6;81.0;520;60;100;70;115;85;90;"['Plus', 'Minus', 'Clear Body']";0.5;1.0;0.5;1.0;0.5;2.0;2.0;0.5;1.0;0.5;2.0;0.5;0.5;0.0;0.5;0.5;0.5;1.0
602;"Tynamo";"electric";"";5;50.0;190;0;0;0;0.2;0.3;275;35;55;45;40;40;60;"['Levitate']";1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
603;"Eelektrik";"electric";"";5;50.0;60;0;0;0;1.2;22.0;405;65;85;75;70;70;40;"['Levitate']";1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
604;"Eelektross";"electric";"";5;50.0;30;0;0;0;2.1;80.5;515;85;115;105;80;80;50;"['Levitate']";1.0;1.0;1.0;0.5;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0
605;"Elgyem";"psychic";"";5;50.0;255;0;0;0;0.5;9.0;335;55;55;85;55;55;30;"['Telepathy', 'Synchronize', 'Analytic']";2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0
606;"Beheeyem";"psychic";"";5;50.0;90;0;0;0;1.0;34.5;485;75;75;125;75;95;40;"['Telepathy', 'Synchronize', 'Analytic']";2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0
607;"Litwick";"ghost";"fire";5;50.0;190;0;0;0;0.3;3.1;275;50;30;65;55;55;20;"['Flash Fire', 'Flame Body', 'Infiltrator']";0.25;2.0;1.0;1.0;0.5;0.0;0.5;1.0;2.0;0.5;2.0;0.5;0.0;0.5;1.0;2.0;0.5;2.0
608;"Lampent";"ghost";"fire";5;50.0;90;0;0;0;0.6;13.0;370;60;40;95;60;60;55;"['Flash Fire', 'Flame Body', 'Infiltrator']";0.25;2.0;1.0;1.0;0.5;0.0;0.5;1.0;2.0;0.5;2.0;0.5;0.0;0.5;1.0;2.0;0.5;2.0
609;"Chandelure";"ghost";"fire";5;50.0;45;0;0;0;1.0;34.3;520;60;55;145;90;90;80;"['Flash Fire', 'Flame Body', 'Infiltrator']";0.25;2.0;1.0;1.0;0.5;0.0;0.5;1.0;2.0;0.5;2.0;0.5;0.0;0.5;1.0;2.0;0.5;2.0
610;"Axew";"dragon";"";5;50.0;75;0;0;0;0.6;18.0;320;46;87;30;60;40;57;"['Rivalry', 'Mold Breaker', 'Unnerve']";1.0;1.0;2.0;0.5;2.0;1.0;0.5;1.0;1.0;0.5;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5
611;"Fraxure";"dragon";"";5;50.0;60;0;0;0;1.0;36.0;410;66;117;40;70;50;67;"['Rivalry', 'Mold Breaker', 'Unnerve']";1.0;1.0;2.0;0.5;2.0;1.0;0.5;1.0;1.0;0.5;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5
612;"Haxorus";"dragon";"";5;50.0;45;0;0;0;1.8;105.5;540;76;147;60;90;70;97;"['Rivalry', 'Mold Breaker', 'Unnerve']";1.0;1.0;2.0;0.5;2.0;1.0;0.5;1.0;1.0;0.5;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5
613;"Cubchoo";"ice";"";5;50.0;120;0;0;0;0.5;8.5;305;55;70;60;40;40;40;"['Snow Cloak', 'Slush Rush', 'Rattled']";1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;2.0;2.0;1.0
614;"Beartic";"ice";"";5;50.0;60;0;0;0;2.6;260.0;505;95;130;70;80;80;50;"['Snow Cloak', 'Slush Rush', 'Swift Swim']";1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;2.0;2.0;1.0
615;"Cryogonal";"ice";"";5;0.0;25;0;0;0;1.1;148.0;515;80;50;95;50;135;105;"['Levitate']";1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;2.0;2.0;1.0
616;"Shelmet";"bug";"";5;50.0;200;0;0;0;0.4;7.7;305;50;40;40;85;65;25;"['Hydration', 'Shell Armor', 'Overcoat']";1.0;1.0;1.0;1.0;1.0;0.5;2.0;2.0;1.0;0.5;0.5;1.0;1.0;1.0;1.0;2.0;1.0;1.0
617;"Accelgor";"bug";"";5;50.0;75;0;0;0;0.8;25.3;495;80;70;100;40;60;145;"['Hydration', 'Sticky Hold', 'Unburden']";1.0;1.0;1.0;1.0;1.0;0.5;2.0;2.0;1.0;0.5;0.5;1.0;1.0;1.0;1.0;2.0;1.0;1.0
618;"Stunfisk";"ground";"electric";5;50.0;75;0;0;0;0.7;11.0;471;109;66;81;84;99;32;"['Static', 'Limber', 'Sand Veil']";1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.5;1.0;2.0;2.0;2.0;1.0;0.5;1.0;0.5;0.5;2.0
619;"Mienfoo";"fighting";"";5;50.0;180;0;0;0;0.9;20.0;350;45;85;55;50;50;65;"['Inner Focus', 'Regenerator', 'Reckless']";0.5;0.5;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0
620;"Mienshao";"fighting";"";5;50.0;45;0;0;0;1.4;35.5;510;65;125;95;60;60;105;"['Inner Focus', 'Regenerator', 'Reckless']";0.5;0.5;1.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0;1.0
621;"Druddigon";"dragon";"";5;50.0;45;0;0;0;1.6;139.0;485;77;120;60;90;90;48;"['Rough Skin', 'Sheer Force', 'Mold Breaker']";1.0;1.0;2.0;0.5;2.0;1.0;0.5;1.0;1.0;0.5;1.0;2.0;1.0;1.0;1.0;1.0;1.0;0.5
622;"Golett";"ground";"ghost";5;0.0;190;0;0;0;1.0;92.0;303;59;74;35;50;50;35;"['Iron Fist', 'Klutz', 'No Guard']";0.5;2.0;1.0;0.0;1.0;0.0;1.0;1.0;2.0;2.0;1.0;2.0;0.0;0.25;1.0;0.5;1.0;2.0
623;"Golurk";"ground";"ghost";5;0.0;90;0;0;0;2.8;330.0;483;89;124;55;80;80;55;"['Iron Fist', 'Klutz', 'No Guard']";0.5;2.0;1.0;0.0;1.0;0.0;1.0;1.0;2.0;2.0;1.0;2.0;0.0;0.25;1.0;0.5;1.0;2.0
624;"Pawniard";"dark";"steel";5;50.0;120;0;0;0;0.5;10.2;340;45;85;40;70;40;60;"['Defiant', 'Inner Focus', 'Pressure']";1.0;0.5;0.5;1.0;1.0;4.0;2.0;0.5;0.5;0.5;2.0;0.5;0.5;0.0;0.0;0.5;0.5;1.0
625;"Bisharp";"dark";"steel";5;50.0;45;0;0;0;1.6;70.0;490;65;125;60;100;70;70;"['Defiant', 'Inner Focus', 'Pressure']";1.0;0.5;0.5;1.0;1.0;4.0;2.0;0.5;0.5;0.5;2.0;0.5;0.5;0.0;0.0;0.5;0.5;1.0
626;"Bouffalant";"normal";"";5;50.0;45;0;0;0;1.6;94.6;490;95;110;40;95;95;55;"['Reckless', 'Sap Sipper', 'Soundproof']";1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0
627;"Rufflet";"normal";"flying";5;100.0;190;0;0;0;0.5;10.5;350;70;83;37;50;50;60;"['Keen Eye', 'Sheer Force', 'Hustle']";0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;0.5;0.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0
628;"Braviary";"normal";"flying";5;100.0;60;0;0;0;1.5;41.0;510;100;123;57;75;75;80;"['Keen Eye', 'Sheer Force', 'Defiant']";0.5;1.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;0.5;0.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0
629;"Vullaby";"dark";"flying";5;0.0;190;0;0;0;0.5;9.0;370;70;55;45;75;65;60;"['Big Pecks', 'Overcoat', 'Weak Armor']";1.0;0.5;1.0;2.0;2.0;1.0;1.0;1.0;0.5;0.5;0.0;2.0;1.0;1.0;0.0;2.0;1.0;1.0
630;"Mandibuzz";"dark";"flying";5;0.0;60;0;0;0;1.2;39.5;510;110;65;55;105;95;80;"['Big Pecks', 'Overcoat', 'Weak Armor']";1.0;0.5;1.0;2.0;2.0;1.0;1.0;1.0;0.5;0.5;0.0;2.0;1.0;1.0;0.0;2.0;1.0;1.0
631;"Heatmor";"fire";"";5;50.0;90;0;0;0;1.4;58.0;484;85;97;105;66;66;65;"['Gluttony', 'Flash Fire', 'White Smoke']";0.5;1.0;1.0;1.0;0.5;1.0;0.5;1.0;1.0;0.5;2.0;0.5;1.0;1.0;1.0;2.0;0.5;2.0
632;"Durant";"bug";"steel";5;50.0;90;0;0;0;0.3;33.0;484;58;109;48;112;48;109;"['Swarm', 'Hustle', 'Truant']";0.5;1.0;0.5;1.0;0.5;1.0;4.0;1.0;1.0;0.25;1.0;0.5;0.5;0.0;0.5;1.0;0.5;1.0
633;"Deino";"dark";"dragon";5;50.0;45;0;0;0;0.8;17.3;300;52;65;45;50;50;38;"['Hustle']";2.0;0.5;2.0;0.5;4.0;2.0;0.5;1.0;0.5;0.5;1.0;2.0;1.0;1.0;0.0;1.0;1.0;0.5
634;"Zweilous";"dark";"dragon";5;50.0;45;0;0;0;1.4;50.0;420;72;85;65;70;70;58;"['Hustle']";2.0;0.5;2.0;0.5;4.0;2.0;0.5;1.0;0.5;0.5;1.0;2.0;1.0;1.0;0.0;1.0;1.0;0.5
635;"Hydreigon";"dark";"dragon";5;50.0;45;0;0;0;1.8;160.0;600;92;105;125;90;90;98;"['Levitate']";2.0;0.5;2.0;0.5;4.0;2.0;0.5;1.0;0.5;0.5;1.0;2.0;1.0;1.0;0.0;1.0;1.0;0.5
636;"Larvesta";"bug";"fire";5;50.0;45;0;0;0;1.1;28.8;360;55;85;50;55;55;60;"['Flame Body', 'Swarm']";0.5;1.0;1.0;1.0;0.5;0.5;1.0;2.0;1.0;0.25;1.0;0.5;1.0;1.0;1.0;4.0;0.5;2.0
637;"Volcarona";"bug";"fire";5;50.0;15;0;0;0;1.6;46.0;550;85;60;135;65;105;100;"['Flame Body', 'Swarm']";0.5;1.0;1.0;1.0;0.5;0.5;1.0;2.0;1.0;0.25;1.0;0.5;1.0;1.0;1.0;4.0;0.5;2.0
638;"Cobalion";"steel";"fighting";5;0.0;3;1;0;0;2.1;250.0;580;91;90;90;129;72;108;"['Justified']";0.25;0.5;0.5;1.0;1.0;2.0;2.0;1.0;1.0;0.5;2.0;0.5;0.5;0.0;1.0;0.25;0.5;1.0
639;"Terrakion";"rock";"fighting";5;0.0;3;1;0;0;1.9;260.0;580;91;129;72;90;90;108;"['Justified']";0.5;0.5;1.0;1.0;2.0;2.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;0.5;2.0;2.0
640;"Virizion";"grass";"fighting";5;0.0;3;1;0;0;2.0;200.0;580;91;90;90;72;129;108;"['Justified']";1.0;0.5;1.0;0.5;2.0;1.0;2.0;4.0;1.0;0.5;0.5;2.0;1.0;2.0;2.0;0.5;1.0;0.5
641;"Tornadus";"flying";"";5;100.0;3;1;0;0;1.5;63.0;580;79;100;110;80;90;121;"['Prankster', 'Defiant', 'Regenerator']";0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;0.5;0.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0
642;"Thundurus";"electric";"flying";5;100.0;3;1;0;0;1.5;61.0;580;79;105;145;70;80;101;"['Prankster', 'Defiant', 'Volt Absorb']";0.5;1.0;1.0;1.0;1.0;0.5;1.0;0.5;1.0;0.5;0.0;2.0;1.0;1.0;1.0;2.0;0.5;1.0
643;"Reshiram";"dragon";"fire";5;0.0;3;1;0;0;3.2;330.0;680;100;120;150;100;120;90;"['Turboblaze']";0.5;1.0;2.0;0.5;1.0;1.0;0.25;1.0;1.0;0.25;2.0;1.0;1.0;1.0;1.0;2.0;0.5;1.0
644;"Zekrom";"dragon";"electric";5;0.0;3;1;0;0;2.9;345.0;680;100;150;120;120;100;90;"['Teravolt']";1.0;1.0;2.0;0.25;2.0;1.0;0.5;0.5;1.0;0.5;2.0;2.0;1.0;1.0;1.0;1.0;0.5;0.5
645;"Landorus";"ground";"flying";5;100.0;3;1;0;0;1.5;68.0;600;89;145;105;90;80;91;"['Sand Force', 'Sheer Force', 'Intimidate']";0.5;1.0;1.0;0.0;1.0;0.5;1.0;1.0;1.0;1.0;0.0;4.0;1.0;0.5;1.0;1.0;1.0;2.0
646;"Kyurem";"dragon";"ice";5;0.0;3;1;0;0;3.0;325.0;700;125;120;170;90;100;95;"['Pressure', 'Teravolt', 'Turboblaze']";1.0;1.0;2.0;0.5;2.0;2.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;1.0;2.0;2.0;0.5
647;"Keldeo";"water";"fighting";5;0.0;3;0;1;0;1.4;48.5;580;91;72;129;90;90;108;"['Justified']";0.5;0.5;1.0;2.0;2.0;1.0;0.5;2.0;1.0;2.0;1.0;0.5;1.0;1.0;2.0;0.5;0.5;0.5
648;"Meloetta";"normal";"psychic";5;0.0;3;0;1;0;0.6;6.5;600;100;128;77;90;77;128;"['Serene Grace']";2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0
649;"Genesect";"bug";"steel";5;0.0;3;0;1;0;1.5;82.5;600;71;120;120;95;95;99;"['Download']";0.5;1.0;0.5;1.0;0.5;1.0;4.0;1.0;1.0;0.25;1.0;0.5;0.5;0.0;0.5;1.0;0.5;1.0
650;"Chespin";"grass";"";6;88.1;45;0;0;0;0.4;9.0;313;56;61;48;65;45;38;"['Overgrow', 'Bulletproof']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
651;"Quilladin";"grass";"";6;88.1;45;0;0;0;0.7;29.0;405;61;78;56;95;58;57;"['Overgrow', 'Bulletproof']";2.0;1.0;1.0;0.5;1.0;1.0;2.0;2.0;1.0;0.5;0.5;2.0;1.0;2.0;1.0;1.0;1.0;0.5
652;"Chesnaught";"grass";"fighting";6;88.1;45;0;0;0;1.6;90.0;530;88;107;74;122;75;64;"['Overgrow', 'Bulletproof']";1.0;0.5;1.0;0.5;2.0;1.0;2.0;4.0;1.0;0.5;0.5;2.0;1.0;2.0;2.0;0.5;1.0;0.5
653;"Fennekin";"fire";"";6;88.1;45;0;0;0;0.4;9.4;307;40;45;62;40;60;60;"['Blaze', 'Magician']";0.5;1.0;1.0;1.0;0.5;1.0;0.5;1.0;1.0;0.5;2.0;0.5;1.0;1.0;1.0;2.0;0.5;2.0
654;"Braixen";"fire";"";6;88.1;45;0;0;0;1.0;14.5;409;59;59;90;58;70;73;"['Blaze', 'Magician']";0.5;1.0;1.0;1.0;0.5;1.0;0.5;1.0;1.0;0.5;2.0;0.5;1.0;1.0;1.0;2.0;0.5;2.0
655;"Delphox";"fire";"psychic";6;88.1;45;0;0;0;1.5;39.0;534;75;69;114;72;100;104;"['Blaze', 'Magician']";1.0;2.0;1.0;1.0;0.5;0.5;0.5;1.0;2.0;0.5;2.0;0.5;1.0;1.0;0.5;2.0;0.5;2.0
656;"Froakie";"water";"";6;88.1;45;0;0;0;0.3;7.0;314;41;56;62;40;44;71;"['Torrent', 'Protean']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
657;"Frogadier";"water";"";6;88.1;45;0;0;0;0.6;10.9;405;54;63;83;52;56;97;"['Torrent', 'Protean']";1.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;1.0;0.5;0.5
658;"Greninja";"water";"dark";6;88.1;45;0;0;0;1.5;40.0;640;72;145;153;67;71;132;"['Torrent', 'Protean', 'Battle Bond']";2.0;0.5;1.0;2.0;2.0;2.0;0.5;1.0;0.5;2.0;1.0;0.5;1.0;1.0;0.0;1.0;0.5;0.5
